Бренд;Артикул;Цена
Febest;SGAB004;284
Febest;SGAB006;564
Febest;SGAB010Z;684
Febest;SGAB014;732
Febest;SGAB015;424
Febest;SGAB016;562
Febest;SGBKORCF;1680
Febest;SGD001;654
Febest;SGDKORF;1680
Febest;SGDSREX;13796
Febest;SGRKBREX;518
Febest;SGSB002;266
Febest;SZAB004;483
Febest;SZAB013;572
Febest;SZAB027;444
Febest;SZAB028;328
Febest;SZAB030;701
Febest;SZAB036;339
Febest;SZAB040;867
Febest;SZAB046;606
Febest;SZAB048;800
Febest;SZAB052;1497
Febest;SZABSX4B;537
Febest;SZABSX4S;408
Febest;SZB001;320
Febest;SZBBGVJB;317
Febest;SZBGVJB;368
Febest;SZBWGR;345
Febest;SZCP002;173
Febest;SZCP003;162
Febest;SZDLNF;374
Febest;SZDSSN413;4319
Febest;SZEXB004;526
Febest;SZM018;3016
Febest;SZM021;1521
Febest;SZMRH418FR;1580
Febest;SZMSX4LH;1058
Febest;SZMSX4RR;1499
Febest;SZOS001;986
Febest;SZRKBGVT;488
Febest;SZSB012;177
Febest;SZSBJBF1;155
Febest;SZSBJBF2;177
Febest;SZSBRWF;258
Febest;SZSBSX4F;230
Febest;SZSSSX4F;1286
Febest;TAB017;335
Febest;TAB043;448
Febest;TAB045;364
Febest;TAB046;581
Febest;TAB125;256
Febest;TAB126;551
Febest;TAB127;432
Febest;TAB141;291
Febest;TAB143;394
Febest;TAB156;814
Febest;TAB161;506
Febest;TAB163;356
Febest;TAB204;764
Febest;TAB217;1102
Febest;TAB220;977
Febest;TAB226;1512
Febest;TAB268;575
Febest;TAB317;698
Febest;TAB370;2289
Febest;TAB433;922
Febest;TAB448;669
Febest;TAB450Z;1391
Febest;TAB451;370
Febest;TAB453;521
Febest;TAB462;959
Febest;TAB535Z;2274
Febest;TABACA20KIT;3239
Febest;TABACA30S;371
Febest;TABJ520;347
Febest;TABKGB10B;786
Febest;TABKR52DM;885
Febest;TB001;666
Febest;TBC90;6958
Febest;TBGSA33;1214
Febest;TBJB120UP;154
Febest;TBJBLC90U;292
Febest;TCB001;2783
Febest;TCB004;1598
Febest;TCP001;381
Febest;TCP003;152
Febest;TCP003PCS2;267
Febest;TCP004;186
Febest;TDACU10R;414
Febest;TDACV30F;459
Febest;TDACV51F;441
Febest;TDAV250F;574
Febest;TDGX100R;568
Febest;TDS2JZ;6522
Febest;TDS3S163;4014
Febest;TDS3SFE;3455
Febest;TDS3ZZFE;3635
Febest;TDS428;3959
Febest;TEXB016;1504
Febest;TM063;3471
Febest;TM23;971
Febest;TM2AZFELH;4289
Febest;TM2AZFERH;5008
Febest;TM2GRFERH;2319
Febest;TM300;1373
Febest;TMACA20DM;2793
Febest;TMACA30R;4648
Febest;TMACV40F;5097
Febest;TMACV40RH;2570
Febest;TMANE10RH;6614
Febest;TMBMCL25;1505
Febest;TMIPSATR;2482
Febest;TMPIC10F;3035
Febest;TMZZE150FR;1494
Febest;TOS001S;1222
Febest;TOS120;562
Febest;TRKB004;390
Febest;TRKB120;533
Febest;TRKBACV40;357
Febest;TRKBAHV40;651
Febest;TRKBRAV4;398
Febest;TRKBZZE150;495
Febest;TSB030;132
Febest;TSB080;816
Febest;TSB129;224
Febest;TSBACA30FKIT;672
Febest;TSBACV40F;150
Febest;TSBACV40R;76
Febest;TSBGRJ158F;177
Febest;TSBGRN210UPR;630
Febest;TSBGRN285F;224
Febest;TSBGSL25;197
Febest;TSBZRE151FKIT;720
Febest;TSD001;143
Febest;TSD002;126
Febest;TSHB001;676
Febest;TSHB002;550
Febest;TSHB007;460
Febest;TSHB12;428
Febest;TSHB12GOLD;422
Febest;TSHB16;730
Febest;TSHB16GOLD;585
Febest;TSHB18;468
Febest;TSHB20;413
Febest;TSHBACA2F;676
Febest;TSHBACA30F;544
Febest;TSHBACR50;647
Febest;TSHBACU30F;928
Febest;TSHBACV40F;665
Febest;TSHBAURR;1167
Febest;TSHBKSP90R;1020
Febest;TSHBMCV20F;450
Febest;TSHBMCV30F;612
Febest;TSHBSXV10RL;680
Febest;TSHBYARF;815
Febest;TSI120;317
Febest;TSISCP10R;262
Febest;TSISXM10;442
Febest;TSS003;1458
Febest;TSS004;1474
Febest;TSS005;2220
Febest;TSS020;2027
Febest;TSS030;2010
Febest;TSS043;1640
Febest;TSSMCU30RL;2176
Febest;TSSMCU35F;5399
Febest;TSSST195;2480
Febest;TTCS3A;88
Febest;TTSJR;92
Febest;TTTRAFII;76
Febest;VLAB001;396
Febest;VLAB003;605
Febest;VLAB008;660
Febest;VLAB011;900
Febest;VLABXC90S;1163
Febest;VLAHS60;3239
Febest;VLDSXC90;2400
Febest;VLSB001;202
Febest;VWAB002;676
Febest;VWAB003;412
Febest;VWAB004;669
Febest;VWAB005;888
Febest;VWAB009;1451
Febest;VWAB014;442
Febest;VWAB015;563
Febest;VWAB016;546
Febest;VWAB017;513
Febest;VWAB018;396
Febest;VWAB022;622
Febest;VWAB024;660
Febest;VWAB028;600
Febest;VWAB032;600
Febest;VWAB038;726
Febest;VWAB31KIT;916
Febest;VWABGVS;412
Febest;VWBJB001;180
Febest;VWCBT5DS;5946
Febest;VWCBTIG;6365
Febest;VWCBTOUAR;2838
Febest;VWCP001;364
Febest;VWDB6R;566
Febest;VWDGVF;557
Febest;VWSB001;423
Febest;VWSB5K1FKIT;1440
Febest;VWSBB7F;561
Febest;VWSBCADLOWF;154
Febest;VWSBGVF;724
Febest;VWSBT5R;209
Febest;VWSHB001;318
Febest;VWSHBB6F;419
Febest;VWSHBB8F;378
Febi;1003;794,3
Febi;1014;67,6
Febi;1023;564,2
Febi;1055;3602,3
Febi;1105;1905,8
Febi;1109;1470
Febi;1146;1370,2
Febi;1147;1370,2
Febi;1158;687,7
Febi;1171;1323
Febi;1179;396,5
Febi;1181;470,6
Febi;1184;423,8
Febi;1198;119,6
Febi;1199;1768
Febi;1238;309,4
Febi;1239;375,7
Febi;1261;2839
Febi;1262;2393
Febi;1286;2234
Febi;1287;4422
Febi;1289;2863,9
Febi;1293;3616
Febi;1303;620
Febi;1311;287,3
Febi;1354;4607,2
Febi;1366;2044,9
Febi;1382;4677
Febi;1521;920,4
Febi;1527;2592,11
Febi;1528;1033
Febi;1567;2151,5
Febi;1610;137,8
Febi;1628;403
Febi;1665;8544
Febi;1674;202,8
Febi;1831;2302,3
Febi;1840;1033
Febi;1895;439,4
Febi;1926;338,13
Febi;1975;7287
Febi;2052;912,6
Febi;2053;912,6
Febi;2062;160
Febi;2065;487
Febi;2067;78
Febi;2084;195
Febi;2087;786
Febi;2100;1817,4
Febi;2103;33,8
Febi;2211;1272,7
Febi;2216;426,4
Febi;2238;707
Febi;2249;1403
Febi;2266;2385,5
Febi;2268;684
Febi;2271;1206
Febi;2374;1113
Febi;2386;2113,8
Febi;2388;774,8
Febi;2417;660,4
Febi;2558;1767
Febi;2599;404,3
Febi;2615;1024
Febi;2629;283,4
Febi;2691;461,5
Febi;2741;65
Febi;2751;2211
Febi;2753;1659
Febi;2756;785,2
Febi;2800;633
Febi;2806;1289,83
Febi;2942;731
Febi;2998;584
Febi;2999;119,6
Febi;3068;13292,5
Febi;3142;558
Febi;3189;1679
Febi;3304;301,6
Febi;3332;296,4
Febi;3345;28,6
Febi;3360;47
Febi;3375;240,5
Febi;3428;2696,2
Febi;3548;871
Febi;3550;2919
Febi;3551;938,6
Febi;3583;707
Febi;3595;767
Febi;3598;203
Febi;3599;2620
Febi;3604;1592
Febi;3622;1742
Febi;3664;653
Febi;3671;993
Febi;3825;1093,3
Febi;3909;5598
Febi;3912;293
Febi;3933;2755
Febi;4054;14,3
Febi;4076;663
Febi;4102;644,8
Febi;4220;558,89
Febi;4305;538,2
Febi;4428;283,4
Febi;4443;85,8
Febi;4446;1211,6
Febi;4629;1357,32
Febi;4693;2152,8
Febi;4706;121
Febi;4728;2174,9
Febi;4755;865,8
Febi;4773;715
Febi;4882;3166,8
Febi;4912;100,1
Febi;4929;1132,3
Febi;4989;5092
Febi;5002;2519,4
Febi;5140;90,69
Febi;5142;436,8
Febi;5163;3169,4
Febi;5179;1614,16
Febi;5230;1818,79
Febi;5283;367,9
Febi;5528;1845
Febi;5586;1315,6
Febi;5619;4484
Febi;5647;2358,2
Febi;5664;3134,3
Febi;5747;1729
Febi;5841;1820
Febi;5863;2979,6
Febi;6062;1445
Febi;6073;802,62
Febi;6084;1042,6
Febi;6137;997,1
Febi;6193;696,8
Febi;6236;880,1
Febi;6251;46,8
Febi;6562;460,2
Febi;6564;96,2
Febi;6595;2022,8
Febi;6619;702
Febi;6623;677,3
Febi;6624;815
Febi;6666;147
Febi;6676;3120
Febi;6794;758
Febi;6952;900
Febi;6963;71,5
Febi;7005;811,2
Febi;7059;387,4
Febi;7121;1847,3
Febi;7124;2527,2
Febi;7147;5055
Febi;7181;418,6
Febi;7182;335,4
Febi;7256;2493,4
Febi;7512;2575,3
Febi;7513;2575,3
Febi;7532;149,5
Febi;7541;3494,4
Febi;7556;559
Febi;7558;353
Febi;7559;1164
Febi;7609;1124
Febi;7629;228,8
Febi;7643;1024,4
Febi;7650;2603,9
Febi;7702;106,6
Febi;7779;2347,8
Febi;7811;270,4
Febi;7846;546
Febi;7847;380
Febi;7863;582
Febi;7984;2174,9
Febi;7990;2174,9
Febi;7991;1162
Febi;8017;445,9
Febi;8018;977
Febi;8022;915,2
Febi;8023;353,6
Febi;8026;1094,6
Febi;8030;1494,09
Febi;8038;2525,9
Febi;8128;3919,55
Febi;8157;835
Febi;8202;1140,1
Febi;8245;1077,7
Febi;8270;1853,8
Febi;8300;650
Febi;8304;829,4
Febi;8352;4753
Febi;8400;529
Febi;8453;130
Febi;8474;720,2
Febi;8487;737
Febi;8606;400,4
Febi;8669;1785
Febi;8779;2857
Febi;8782;3214,9
Febi;8783;3325,4
Febi;8828;1036,1
Febi;8849;2598
Febi;8863;1036,1
Febi;8900;1175
Febi;8925;2703,87
Febi;8971;988
Febi;9029;3507
Febi;9046;1378
Febi;9054;843,7
Febi;9060;176,8
Febi;9073;3084
Febi;9075;2555
Febi;9079;1574,66
Febi;9086;442
Febi;9087;452,4
Febi;9120;612
Febi;9203;5403
Febi;9206;1112
Febi;9232;2232,1
Febi;9237;1687
Febi;9250;11438
Febi;9268;1643
Febi;9317;880
Febi;9321;2073,5
Febi;9379;1912,3
Febi;9469;302,9
Febi;9483;474,5
Febi;9679;1062,1
Febi;9754;2386,8
Febi;9768;1248
Febi;9795;2880,8
Febi;10013;2497,3
Febi;10016;1588
Febi;10017;1588
Febi;100199;1050,4
Febi;10020;429
Febi;100303;1206,4
Febi;100401;1250,6
Febi;100441;49,4
Febi;100590;12588
Febi;100653;10796
Febi;100660;1319
Febi;100991;189
Febi;10120;3679
Febi;10124;1136
Febi;101400;293,8
Febi;101405;3006
Febi;101406;8928
Febi;101407;7491
Febi;101864;2451
Febi;102142;2830
Febi;10274;881,4
Febi;10275;1617
Febi;10289;600,6
Febi;10291;700,7
Febi;10292;594,1
Febi;10353;1280,5
Febi;104576;1239
Febi;10496;8228
Febi;10540;152,51
Febi;10578;1354
Febi;10587;904,8
Febi;10617;2316,6
Febi;10639;5394
Febi;10640;816,4
Febi;10660;747,5
Febi;10667;271
Febi;10794;80,6
Febi;10797;2347,43
Febi;10819;1303
Febi;10823;559
Febi;10843;687,7
Febi;108601;3302
Febi;10874;392,6
Febi;10888;1457
Febi;11022;603,2
Febi;11023;603,2
Febi;11090;2105
Febi;11091;1918,35
Febi;11410;579,8
Febi;11423;1213
Febi;11449;2388,1
Febi;11483;3246
Febi;11484;2871
Febi;11485;3119
Febi;11486;3417
Febi;11513;1840,8
Febi;11616;106,6
Febi;11660;4423,77
Febi;11662;451
Febi;11728;1623
Febi;11755;1120,6
Febi;11759;426,4
Febi;11809;348,4
Febi;11816;10841
Febi;11817;3289
Febi;11818;3696
Febi;11822;4287,4
Febi;11829;881,4
Febi;11938;80,6
Febi;11996;1900,6
Febi;12002;1281
Febi;12025;1079
Febi;12028;1701,7
Febi;12029;1838,2
Febi;12050;1339
Febi;12086;7611
Febi;12107;354
Febi;12173;200,2
Febi;12175;2857
Febi;12189;950,3
Febi;12196;1426
Febi;12198;1696
Febi;12263;1108,9
Febi;12267;2072,2
Febi;12299;2116
Febi;12334;956,8
Febi;12408;22,1
Febi;12444;968,5
Febi;12511;7247,5
Febi;12519;2316
Febi;12578;1801,2
Febi;12580;2305,16
Febi;12581;6828
Febi;12582;4702,1
Febi;12626;995,8
Febi;12658;1124
Febi;12697;1526,2
Febi;12699;2769
Febi;12723;981,5
Febi;12757;585
Febi;12763;485
Febi;12764;1033
Febi;12778;569,4
Febi;12913;572
Febi;13012;1069,9
Febi;14038;731
Febi;14046;569,4
Febi;14087;720,2
Febi;14088;1159,6
Febi;14089;858
Febi;14162;1976
Febi;14168;3059
Febi;14169;2256,8
Febi;14180;1192
Febi;14182;1192
Febi;14236;851,5
Febi;14272;4425,2
Febi;14356;209
Febi;14389;2744,3
Febi;14404;3348
Febi;14491;1570
Febi;14520;433
Febi;14524;1039
Febi;14530;317,2
Febi;14558;1263
Febi;14688;7490,6
Febi;14738;1277
Febi;14765;1261
Febi;14848;4180,8
Febi;14919;2684,5
Febi;14923;579,8
Febi;14925;1358
Febi;14949;527
Febi;15285;626,6
Febi;15386;942
Febi;15392;1138,8
Febi;15431;1627
Febi;15439;2316,6
Febi;15635;2650,7
Febi;15639;2672,8
Febi;15655;165
Febi;15721;2059,2
Febi;15724;2185,3
Febi;15842;1512
Febi;15895;2735
Febi;15900;3740
Febi;15910;3812
Febi;15914;2669
Febi;15916;1918
Febi;15926;24,7
Febi;15928;1019,2
Febi;15997;100,1
Febi;16027;2340
Febi;16147;1128,4
Febi;16175;2298
Febi;16191;1670
Febi;16428;1428,7
Febi;16452;3031,6
Febi;16466;2509
Febi;16502;3734
Febi;16512;2065
Febi;16624;1622,4
Febi;16669;2896,4
Febi;16701;2362,1
Febi;16718;2335
Febi;17008;708,5
Febi;17092;3250
Febi;17109;377
Febi;17127;1181
Febi;17130;4790,5
Febi;17162;4400
Febi;172005;376
Febi;172006;1383
Febi;17202;941,2
Febi;17208;1185,6
Febi;17210;3259
Febi;17211;4304
Febi;17254;1270,1
Febi;17376;922
Febi;17377;1097
Febi;17429;92,3
Febi;17533;1604,2
Febi;17534;2426
Febi;17540;1383
Febi;17715;1073
Febi;17722;3120
Febi;17725;3120
Febi;17736;561,6
Febi;17781;560
Febi;17782;334,1
Febi;17803;1900
Febi;17851;3018,6
Febi;17867;3187,6
Febi;17888;831
Febi;17890;860
Febi;17898;750,1
Febi;17902;707,2
Febi;17921;1395,55
Febi;17969;1230
Febi;17979;773
Febi;18073;494
Febi;18146;178,1
Febi;18179;635
Febi;18233;1475,5
Febi;18264;438,51
Febi;18299;114
Febi;18300;3336
Febi;18301;1747
Febi;18313;719
Febi;18358;460
Febi;18360;497,9
Febi;18365;367
Febi;18366;380,9
Febi;18398;2157
Febi;18400;586
Febi;18402;364
Febi;18492;1255
Febi;18538;203
Febi;18545;4218,5
Febi;18560;614,9
Febi;18572;880
Febi;18650;384,8
Febi;18685;6061,9
Febi;18695;418,6
Febi;18740;1554
Febi;18780;2568,15
Febi;18786;3417,7
Febi;18802;5485,59
Febi;18858;4069
Febi;18866;321,1
Febi;18874;127
Febi;18894;3498
Febi;18896;4610
Febi;18899;70,2
Febi;18903;194
Febi;18913;268
Febi;18914;3144
Febi;18984;1197
Febi;18985;1254,5
Febi;19009;256
Febi;19097;1117
Febi;19223;724
Febi;19225;864,5
Febi;19244;2029,3
Febi;19256;2520
Febi;19271;576
Febi;19274;1131
Febi;19276;1129,7
Febi;19400;1062
Febi;19401;465,4
Febi;19404;6206
Febi;19411;799,29
Febi;19416;11329
Febi;19447;583,7
Febi;19453;263,9
Febi;19494;3969
Febi;19495;749
Febi;19501;1714,59
Febi;19512;2588
Febi;19518;1415
Febi;19520;32,5
Febi;19604;1010
Febi;19605;1010
Febi;19667;1838
Febi;19668;1838
Febi;19736;4195
Febi;19750;44,2
Febi;19812;1386
Febi;19814;1386
Febi;19832;1424,8
Febi;19841;689
Febi;19864;1254,5
Febi;19873;1101
Febi;19874;1101
Febi;19879;864,5
Febi;19886;5296
Febi;19908;4948
Febi;19923;4346
Febi;21023;1381,9
Febi;21041;1186,9
Febi;21086;4687,8
Febi;21118;646,1
Febi;21119;833,3
Febi;21120;1972
Febi;21121;4196
Febi;21125;1612
Febi;21174;1213
Febi;21175;85,8
Febi;21209;1280,24
Febi;21231;1391
Febi;21239;3863
Febi;21240;3259
Febi;21245;1020,5
Febi;21318;743,6
Febi;21332;725,4
Febi;21358;1433,9
Febi;21401;2652
Febi;21404;140
Febi;21410;1754
Febi;21414;1670,5
Febi;21415;1670,5
Febi;21444;9076
Febi;21455;5410
Febi;21486;1374,1
Febi;21491;999,7
Febi;21492;999,7
Febi;21508;207
Febi;21517;2074
Febi;21560;1394
Febi;21600;939
Febi;21613;202,8
Febi;21637;2548
Febi;21647;1457
Febi;21694;551
Febi;21698;513
Febi;21733;505,7
Febi;21785;3858
Febi;21810;514,2
Febi;21842;3070
Febi;21909;733
Febi;21916;6575,4
Febi;21937;1726,06
Febi;21959;533
Febi;21966;1519,7
Febi;21988;4073
Febi;21999;2149
Febi;22001;2404
Febi;22017;1153
Febi;22022;999,7
Febi;22044;2160
Febi;22062;2507
Febi;22070;1452,1
Febi;22151;1725,1
Febi;22163;2921
Febi;22204;9527
Febi;22268;3390
Febi;22269;1736
Febi;22270;12932
Febi;22272;3483
Febi;22286;23,4
Febi;22290;24,7
Febi;22311;2650,7
Febi;22390;998,4
Febi;22408;1779
Febi;22424;1530
Febi;22476;1077,7
Febi;22512;3671,46
Febi;22517;919,1
Febi;22546;310,7
Febi;22595;2018,9
Febi;22612;2111
Febi;22613;2111
Febi;22614;1167,4
Febi;22615;1676
Febi;22620;1428
Febi;22626;2254,2
Febi;22648;1157
Febi;22687;4651
Febi;22709;1344
Febi;22710;1268,8
Febi;22715;546
Febi;22762;1233
Febi;22767;1062,1
Febi;22804;87,1
Febi;22806;1124
Febi;22818;413,4
Febi;22865;283,4
Febi;22882;380,9
Febi;22906;1786,2
Febi;22925;644,8
Febi;22929;1986,4
Febi;22934;4752
Febi;22957;1829
Febi;22988;278,2
Febi;23039;6877
Febi;23116;1270
Febi;23154;966
Febi;23178;821,6
Febi;23204;187,2
Febi;23229;2275
Febi;23305;341,9
Febi;23310;1171,3
Febi;23313;3265,6
Febi;23336;2209
Febi;23343;1937
Febi;23356;500
Febi;23358;502
Febi;23360;553
Febi;23380;1232,4
Febi;23430;1206
Febi;23442;855
Febi;23446;1028,3
Febi;23470;1405
Febi;23533;3743
Febi;23536;3308,5
Febi;23544;2168,49
Febi;23562;2200,9
Febi;23570;2415
Febi;23614;973
Febi;23674;3625
Febi;23683;1225,9
Febi;23690;1062
Febi;23745;965,9
Febi;23749;192,4
Febi;23762;1454
Febi;23769;6656
Febi;23781;1098,5
Febi;23933;249,6
Febi;23961;8512
Febi;23972;1021,8
Febi;23996;1112
Febi;24073;508,3
Febi;24081;6812
Febi;24164;4266,85
Febi;24165;3627
Febi;24176;681,2
Febi;24211;1801
Febi;24225;611
Febi;24242;2074
Febi;24245;1981
Febi;24294;2028,58
Febi;24321;72
Febi;24322;741
Febi;24360;2848,3
Febi;24362;57,2
Febi;24382;3556
Febi;24471;4555
Febi;24520;803,4
Febi;24565;4206
Febi;24617;6628
Febi;24619;2995
Febi;24623;1849
Febi;24625;1849
Febi;24679;828,1
Febi;24712;1946,36
Febi;24717;2259,4
Febi;24745;8592
Febi;24749;2775,5
Febi;24750;2810
Febi;24778;419,9
Febi;24782;4748
Febi;24786;1062,1
Febi;24794;5984
Febi;24809;5851
Febi;24815;1254,5
Febi;24816;1254,5
Febi;24835;1203,8
Febi;24849;1818
Febi;24907;646,1
Febi;25165;3030
Febi;25170;2182
Febi;25211;9735
Febi;25250;1363
Febi;25326;1468
Febi;25342;3175
Febi;26045;1705
Febi;26048;3792
Febi;26061;3053
Febi;26080;1326
Febi;26086;1561
Febi;26100;4999
Febi;26101;2848
Febi;26105;778,7
Febi;26130;1430
Febi;26150;1341,6
Febi;26182;4753
Febi;26194;1385,8
Febi;26211;1179
Febi;26258;2691
Febi;26259;964
Febi;26265;6530
Febi;26277;5976
Febi;26278;4600,93
Febi;26287;560
Febi;26304;516
Febi;26316;4693
Febi;26337;247
Febi;26495;2433
Febi;26530;1865,66
Febi;26577;2158
Febi;26579;575,9
Febi;26610;3010
Febi;26635;1501
Febi;26637;2265
Febi;26643;1901
Febi;26652;962
Febi;26744;542
Febi;26752;6683,3
Febi;26758;1694
Febi;26759;1694
Febi;26771;2362,1
Febi;26797;919,1
Febi;26929;1430
Febi;26932;704,6
Febi;26935;2877
Febi;27036;720,2
Febi;27038;236,6
Febi;27059;1381,9
Febi;27061;4764
Febi;27065;4264
Febi;27066;1468
Febi;27095;1561
Febi;27102;2302
Febi;27125;1045,2
Febi;27158;1840,8
Febi;27160;675
Febi;27229;6431
Febi;27262;931
Febi;27264;3936,4
Febi;27268;568,1
Febi;27305;1008,8
Febi;27306;7230
Febi;27330;192,4
Febi;27341;2140
Febi;27413;107
Febi;27438;981,5
Febi;27446;185,9
Febi;27447;604
Febi;27455;2553
Febi;27456;3112
Febi;27500;1575,6
Febi;27502;4684
Febi;27504;988
Febi;27505;1894
Febi;27539;1437
Febi;27572;4417
Febi;27638;305
Febi;27640;209,3
Febi;27642;316
Febi;27663;1784,58
Febi;27699;4914
Febi;27719;2723,5
Febi;27725;1414
Febi;27825;11396
Febi;27834;1335
Febi;27867;1480,7
Febi;27869;2906
Febi;27897;817,86
Febi;27912;791
Febi;27927;926,9
Febi;27934;1036,1
Febi;27973;423,8
Febi;27975;1379
Febi;28058;1232,4
Febi;28100;365,3
Febi;28115;2342
Febi;28116;3452
Febi;28152;2884
Febi;28158;716,3
Febi;28160;1987,7
Febi;28166;228,8
Febi;28200;820,3
Febi;28203;5598
Febi;28205;561,6
Febi;28214;2005,9
Febi;28282;309,4
Febi;28312;1674,4
Febi;28324;2979
Febi;28335;1006
Febi;28349;2210
Febi;28351;1452
Febi;28361;5727
Febi;28371;1436,5
Febi;28381;800
Febi;28440;4524
Febi;28483;4742,4
Febi;28489;847,6
Febi;28504;6417
Febi;28528;2298
Febi;28531;3490
Febi;28543;5450,9
Febi;28680;2748
Febi;28682;4717
Febi;28691;8370
Febi;29207;860
Febi;29208;219
Febi;29223;1867
Febi;29224;1867
Febi;29250;1654,9
Febi;29282;1115,4
Febi;29285;2052,18
Febi;29309;4497
Febi;29316;926,9
Febi;29385;2233
Febi;29397;2498
Febi;29406;913
Febi;29449;1250
Febi;29461;1861
Febi;29463;325
Febi;29584;1779,7
Febi;29585;2102
Febi;29604;2153
Febi;29605;1536,6
Febi;29609;1426
Febi;29637;3455,4
Febi;29650;618
Febi;29673;2413
Febi;29675;2413
Febi;29682;877
Febi;29689;931
Febi;29706;72,8
Febi;29738;6344
Febi;29762;413,4
Febi;29823;187
Febi;29841;793
Febi;29870;2412,8
Febi;29912;379,6
Febi;29934;1314
Febi;29938;740
Febi;30008;4477
Febi;30028;475
Febi;30047;3070,6
Febi;30058;3641,3
Febi;30121;4196,4
Febi;30123;2988
Febi;30133;1145,3
Febi;30142;2260
Febi;30157;2906
Febi;30180;309
Febi;30185;496,6
Febi;30186;1140,1
Febi;30263;89
Febi;30269;593
Febi;30364;282,1
Febi;30372;7462
Febi;30380;1916
Febi;30401;1554
Febi;30515;4409,6
Febi;30588;822
Febi;30607;11753
Febi;30616;443,3
Febi;30636;2139,8
Febi;30645;1348,1
Febi;30651;79,3
Febi;30652;3006
Febi;30721;2083
Febi;30724;2305
Febi;30743;531,7
Febi;30746;764,4
Febi;30830;2133
Febi;30983;880
Febi;30985;1472,9
Febi;30986;1325,61
Febi;31009;210,6
Febi;31056;1241
Febi;31091;1181
Febi;31092;880
Febi;31124;3974
Febi;31144;535
Febi;31198;1838,2
Febi;31225;3458
Febi;31275;3621
Febi;31277;4950,4
Febi;31280;3459
Febi;31292;2212,6
Febi;31315;1609,47
Febi;31318;3203
Febi;31332;2948,4
Febi;31334;1539,2
Febi;31346;451,1
Febi;31347;455
Febi;31361;3170
Febi;31362;3680
Febi;31364;2550,6
Febi;31396;2964
Febi;31415;2646
Febi;31425;5241
Febi;31470;4315
Febi;31486;2007
Febi;31491;3163
Febi;31556;833
Febi;31714;1326
Febi;31767;1745
Febi;31782;5922
Febi;31789;3157
Febi;31800;2660
Febi;31823;764,4
Febi;31845;4818,46
Febi;31846;7455,5
Febi;31851;9599,3
Febi;31975;2606
Febi;32019;1214,2
Febi;32076;1510,6
Febi;32105;3378,7
Febi;32106;3378,7
Febi;32164;1445,6
Febi;32249;5039
Febi;32280;3780
Febi;32318;2040,48
Febi;32319;2267,2
Febi;32321;11114
Febi;32342;10904
Febi;32395;1315
Febi;32399;405
Febi;32418;2597
Febi;32441;257,4
Febi;32473;1067,3
Febi;32493;371
Febi;32531;2384
Febi;32545;1979,9
Febi;32555;5068
Febi;32573;1645,8
Febi;32574;1645,8
Febi;32599;2639
Febi;32600;1277
Febi;32604;2755
Febi;32605;6537
Febi;32610;1108,84
Febi;32625;413,4
Febi;32666;6566,3
Febi;32670;3978
Febi;32782;8988
Febi;32999;2795
Febi;33028;1769
Febi;33049;976,3
Febi;33077;25975
Febi;33381;581
Febi;33497;673
Febi;33499;182
Febi;33549;6126
Febi;33593;458,9
Febi;33609;1099,8
Febi;33850;595
Febi;33851;286
Febi;33925;118,3
Febi;33927;224,9
Febi;33928;109,2
Febi;34053;880,1
Febi;34067;656,5
Febi;34068;445
Febi;34074;911,3
Febi;34250;10477,25
Febi;34259;405,6
Febi;34370;2649
Febi;34477;803,4
Febi;34573;23,4
Febi;34614;1338,48
Febi;34754;301,6
Febi;34782;2683,2
Febi;34788;11016
Febi;34959;1799
Febi;34984;735
Febi;36052;995,43
Febi;36086;956,8
Febi;36190;1676
Febi;36215;3033
Febi;36225;1292,2
Febi;36332;1386
Febi;36391;288,6
Febi;36745;800
Febi;36776;887,9
Febi;36869;991
Febi;36938;483,6
Febi;36963;4047
Febi;36964;4047
Febi;37083;988
Febi;37126;898,3
Febi;37133;852,8
Febi;37142;1445
Febi;37205;3751
Febi;37216;1361
Febi;37273;1810
Febi;37344;482
Febi;37401;4000
Febi;37428;1075
Febi;37443;9394
Febi;37444;10581
Febi;37489;3073,2
Febi;37594;1481
Febi;37621;1953,79
Febi;37647;844
Febi;37675;1175
Febi;37726;353
Febi;37783;2722,2
Febi;37914;192,4
Febi;37915;205,4
Febi;37917;711
Febi;37918;482,3
Febi;37944;218,4
Febi;38023;1530
Febi;38051;521,3
Febi;38228;1354
Febi;38362;18043
Febi;38624;7387
Febi;38635;1696
Febi;38637;461,5
Febi;38657;271,7
Febi;38692;100,1
Febi;38756;52
Febi;38765;85
Febi;38770;46,8
Febi;38935;6863
Febi;39071;7656
Febi;39133;694,2
Febi;39185;3392
Febi;39210;6617
Febi;39360;9354
Febi;39517;1639
Febi;39615;7549
Febi;39682;341,9
Febi;39733;118
Febi;39925;6617
Febi;40059;595,4
Febi;40088;1253
Febi;40158;319,8
Febi;40168;2176
Febi;40187;369,2
Febi;40783;5751
Febi;40808;2517
Febi;41036;962
Febi;41042;1892
Febi;41110;107,9
Febi;41119;239,2
Febi;41435;146,9
Febi;41494;449,8
Febi;41562;382,2
Febi;41564;556
Febi;41815;6661,2
Febi;42333;215,8
Febi;42348;150,8
Febi;42362;396,5
Febi;42387;387,4
Febi;42389;720,2
Febi;42549;505,7
Febi;42593;1069,9
Febi;42742;1316,9
Febi;42844;910
Febi;42845;900
Febi;42853;354
